2046.6;3195.29;3195.29
4775.4;4336.47;4336.47
1819.2;1825.88;1825.88
4661.7;6504.71;6504.71
1591.8;3081.18;3081.18
795.9;1940.00;1940.00
2160.3;2967.06;2967.06
4661.7;5934.12;5934.12
2046.6;2510.59;2510.59
2046.6;1483.53;1483.53
1364.4;1141.18;1141.18
4320.6;6276.47;6276.47
5002.8;5934.12;5934.12
1364.4;1369.41;1369.41
1819.2;2738.82;2738.82
1819.2;1255.29;1255.29
2387.7;2054.12;2054.12
966.45;2054.12;2054.12
1250.7;2852.94;2852.94
2046.6;2510.59;2510.59
5400.75;5477.65;5477.65
3069.9;2054.12;2054.12
3638.4;4792.94;4792.94
3865.8;4564.71;4564.71
4322.874;5363.53;5363.53
1250.7;1369.41;1369.41
2615.1;4108.24;4108.24
2956.2;3195.29;3195.29
3069.9;4336.47;4336.47
6537.75;7417.65;7417.65
2501.4;3765.88;3765.88
1819.2;2852.94;2852.94
2046.6;3195.29;3195.29
2217.15;1255.29;1255.29
2160.3;2168.24;2168.24
5116.5;6048.24;6048.24
1591.8;2054.12;2054.12
1250.7;2396.47;2396.47
3069.9;1711.76;1711.76
1080.15;2396.47;2396.47
1591.8;798.82;798.82
1137;2111.18;2111.18
1762.35;2054.12;2054.12
3183.6;4336.47;4336.47
2160.3;2054.12;2054.12
2615.1;4108.24;4108.24
5116.5;5249.41;5249.41
3013.05;3423.53;3423.53
5116.5;6618.82;6618.82
1364.4;2396.47;2396.47
1478.1;2624.71;2624.71
2501.4;3423.53;3423.53
3865.8;4336.47;4336.47
1250.7;912.94;912.94
2046.6;3081.18;3081.18
5230.2;6276.47;6276.47
1989.75;3081.18;3081.18
1989.75;3651.76;3651.76
2728.8;1483.53;1483.53
1876.05;3081.18;3081.18
3126.75;3994.12;3994.12
3638.4;6276.47;6276.47
5116.5;4792.94;4792.94
1819.2;1940.00;1940.00
5457.6;6504.71;6504.71
1137;3423.53;3423.53
1250.7;1940.00;1940.00
1137;2168.24;2168.24
3069.9;5477.65;5477.65
1364.4;2168.24;2168.24
795.9;2054.12;2054.12
5685;5934.12;5934.12
6537.75;6504.71;6504.71
1137;2054.12;2054.12
5116.5;6618.82;6618.82
5116.5;6847.06;6847.06
1250.7;2168.24;2168.24
2615.1;4336.47;4336.47
2615.1;3423.53;3423.53
1250.7;1027.06;1027.06
1648.65;1141.18;1141.18
